PK_LatinskNavnID;Rike;Underrike;Rekke;Underrekke;Overklasse;Klasse;Underklasse;Infraklasse;Kohort;Overorden;Orden;Underorden;Infraorden;Overfamilie;Familie;Underfamilie;Tribus;Undertribus;Slekt;Underslekt;Seksjon;Art;Underart;Varietet;Form;FK_OverordnaLatinskNavnID;FK_TypeEksID;SistEndraMeningDato;Autorstreng;Hovedstatus;Bistatus;SistEndraDato;DagensDato;Forfatter;Aar;Referanse;Kommentar;PK_TaksonID;FK_GyldigLatinskNavnID;FinnesINorge;PopulærnavnBokmål;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar;PopulærnavnNynorsk;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar;PopulærnavnSamisk;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar
"99943";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Bromus";;;"hordeaceus";"thominei";;;"99941";"91614";"20.08.2009 00:00:00";"(Hardouin) Maire";"Gyldig";"Ingen_bistatus";"04.07.2014 00:00:00";"20.08.2009 00:00:00";;;;;59903;99943;"Nei";"smålodnefaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"smålodnefaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99933";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Bromopsis";;;"benekenii";;;;"99932";"91604";"20.08.2009 00:00:00";"(Lange) Holub";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59893;99933;"Ja";"skogfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"skogfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99934";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Bromopsis";;;"erecta";;;;"99932";"91605";"20.08.2009 00:00:00";"(Huds.) Fourr.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59894;99934;"Ja";"rakfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"rakfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99935";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Bromopsis";;;"inermis";;;;"99932";"91606";"20.08.2009 00:00:00";"(Leyss.) Holub";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59895;99935;"Ja";"bladfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"bladfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99936";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Bromopsis";;;"pubescens";;;;"99932";"91607";"20.08.2009 00:00:00";"(Muhl. ex Willd.) Holub";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59896;99936;"Ja";"breifaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"breifaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99937";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Bromopsis";;;"ramosa";;;;"99932";"91608";"20.08.2009 00:00:00";"(Huds.) Holub";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59897;99937;"Ja";"bergfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"bergfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99929";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Briza";;;"maxima";;;;"99928";"91600";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59889;99929;"Ja";"storhjertegras";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"storhjartegras";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99930";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Briza";;;"media";;;;"99928";"91601";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59890;99930;"Ja";"hjertegras";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"hjartegras";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99931";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Briza";;;"minor";;;;"99928";"91602";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59891;99931;"Ja";"småhjertegras";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"småhjartegras";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99926";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Brachypodium";;;"pinnatum";;;;"99925";"91597";"20.08.2009 00:00:00";"(L.) P.Beauv.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59886;99926;"Ja";"kalkgrønnaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"kalkgrønaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99927";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Brachypodium";;;"sylvaticum";;;;"99925";"91598";"20.08.2009 00:00:00";"(Huds.) P.Beauv.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59887;99927;"Ja";"lundgrønnaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"lundgrønaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99924";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Beckmannia";;;"syzigachne";;;;"99923";"91595";"20.08.2009 00:00:00";"(Steud.) Fernald";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59884;99924;"Ja";"radgras";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"radgras";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99921";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avenula";;;"pratensis";;;;"99920";"91592";"20.08.2009 00:00:00";"(L.) Dumort.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59881;99921;"Ja";"enghavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"enghavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99922";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avenula";;;"pubescens";;;;"99920";"91593";"20.08.2009 00:00:00";"(Huds.) Dumort.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59882;99922;"Ja";"dunhavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"dunhavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99919";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avenella";;;"flexuosa";;;;"99918";"91590";"20.08.2009 00:00:00";"(L.) Drejer";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59879;99919;"Ja";"smyle";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"smyle";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99911";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"barbata";;;;"99910";"91582";"20.08.2009 00:00:00";"Pott ex Link";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59871;99911;"Ja";"skjegghavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"skjegghavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99912";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"brevis";;;;"99910";"91583";"20.08.2009 00:00:00";"Roth";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59872;99912;"Ja";"stutthavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"stutthavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99913";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"fatua";;;;"99910";"91584";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59873;99913;"Ja";"flôghavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"flôghavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99914";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"sativa";;;;"99910";"91585";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59874;99914;"Ja";"havre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"havre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99915";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"sterilis";;;;"99910";"91586";"05.07.2014 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;102517;99915;"Ja";;;;;;;;;;;;;;;;;;;;;;
"99917";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"strigosa";;;;"99910";"91588";"20.08.2009 00:00:00";"Schreb.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59877;99917;"Ja";"busthavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"busthavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"128706";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"macrocarpa";;;;"99910";"119908";"05.07.2014 00:00:00";"Moench";"Synonym";"Ingen_bistatus";"08.12.2011 00:00:00";"07.12.2011 00:00:00";;;;;102517;99915;"Ja";;;;;;;;;;;;;;;;;;;;;;
"99916";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Avena";;;"sterilis";"ludoviciana";;;"99915";"91587";"20.08.2009 00:00:00";"(Durieu) Gillett & Magne";"Gyldig";"Ingen_bistatus";"04.07.2014 00:00:00";"20.08.2009 00:00:00";;;;;59876;99916;"Ja";"prydhavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"prydhavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99907";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Arrhenatherum";;;"elatius";;;;"99906";"91578";"20.08.2009 00:00:00";"(L.) P.Beauv. ex J.Presl & C.Presl";"Gyldig";"Ingen_bistatus";"04.07.2014 00:00:00";"20.08.2009 00:00:00";;;;;59867;99907;"Ja";"hestehavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"hestehavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99908";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Arrhenatherum";;;"elatius";"bulbosum";;;"99907";"91579";"20.08.2009 00:00:00";"(Willd.) Schübler & G.Martens";"Gyldig";"Ingen_bistatus";"04.07.2014 00:00:00";"20.08.2009 00:00:00";;;;;59868;99908;"Ja";"knollhestehavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"knollhestehavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99909";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Arrhenatherum";;;"elatius";"elatius";;;"99907";"91580";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59869;99909;"Ja";"enghestehavre";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"enghestehavre";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99905";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Aristavena";;;"setacea";;;;"99904";"91576";"20.08.2009 00:00:00";"(Huds.) F.Albers & Butzin";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59865;99905;"Ja";"bustsmyle";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"bustsmyle";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99903";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Arctophila";;;"fulva";;;;"99902";"91574";"20.08.2009 00:00:00";"(Trin.) Andersson";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59863;99903;"Ja";"hengegras";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"hengjegras";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99901";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Arctagrostis";;;"latifolia";;;;"99900";"91572";"20.08.2009 00:00:00";"(R.Br.) Griseb.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59861;99901;"Ja";"russegras";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"russegras";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99899";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Apera";;;"spica-venti";;;;"99898";"91570";"20.08.2009 00:00:00";"(L.) P.Beauv.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59859;99899;"Ja";"åkerkvein";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"åkerkvein";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99895";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anthoxanthum";;;"aristatum";;;;"99894";"91566";"20.08.2009 00:00:00";"Boiss.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59855;99895;"Ja";"ettårsgulaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"eittårsgulaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99896";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anthoxanthum";;;"nipponicum";;;;"99894";"91567";"20.08.2009 00:00:00";"Honda";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59856;99896;"Ja";"fjellgulaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"fjellgulaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99897";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anthoxanthum";;;"odoratum";;;;"99894";"91568";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59857;99897;"Ja";"gulaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"gulaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99890";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anisantha";;;"diandra";;;;"99889";"91561";"20.08.2009 00:00:00";"(Roth) Tutin ex Tzvelev";"Gyldig";"Ingen_bistatus";"04.07.2014 00:00:00";"20.08.2009 00:00:00";;;;;59850;99890;"Ja";"trollfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"trollfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99891";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anisantha";;;"madritensis";;;;"99889";"91562";"20.08.2009 00:00:00";"(L.) Nevski";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59851;99891;"Ja";"madridfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"madridfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99892";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anisantha";;;"sterilis";;;;"99889";"91563";"20.08.2009 00:00:00";"(L.) Nevski";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59852;99892;"Ja";"sandfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"sandfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99893";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Anisantha";;;"tectorum";;;;"99889";"91564";"20.08.2009 00:00:00";"(L.) Nevski";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59853;99893;"Ja";"takfaks";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"takfaks";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99888";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Ammophila";;;"arenaria";;;;"99887";"91559";"20.08.2009 00:00:00";"(L.) Link";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59848;99888;"Ja";"marehalm";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"marehalm";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"143864";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Ammophila";;;"fascicularis";;;;"99887";"135394";;;"Gyldig";"Ingen_bistatus";"23.09.2014 00:00:00";"23.09.2014 00:00:00";;;;;103040;143864;"Ja";;;;;;;;;;;;;;;;;;;;;;
"143865";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Ammophila";;;"lata";;;;"99887";"135395";;;"Gyldig";"Ingen_bistatus";"23.09.2014 00:00:00";"23.09.2014 00:00:00";;;;;103041;143865;"Ja";;;;;;;;;;;;;;;;;;;;;;
"143866";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Ammophila";;;"petrakii";;;;"99887";"135396";;;"Gyldig";"Ingen_bistatus";"23.09.2014 00:00:00";"23.09.2014 00:00:00";;;;;103042;143866;"Ja";;;;;;;;;;;;;;;;;;;;;;
"99879";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"aequalis";;;;"99878";"91550";"20.08.2009 00:00:00";"Sobol.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59839;99879;"Ja";"vassreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"vassreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99880";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"arundinaceus";;;;"99878";"91551";"20.08.2009 00:00:00";"Poir.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59840;99880;"Ja";"strandreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"strandreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99881";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"borealis";;;;"99878";"91552";"05.07.2014 00:00:00";"Trin.";"Synonym";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;102503;143444;"Nei";"polarreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"polarreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99882";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"geniculatus";;;;"99878";"91553";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59842;99882;"Ja";"knereverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"knereverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99883";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"myosuroides";;;;"99878";"91554";"20.08.2009 00:00:00";"Huds.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59843;99883;"Ja";"åkerreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"åkerreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99884";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"pratensis";;;;"99878";"91555";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59844;99884;"Ja";"reverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"reverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"143444";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"ovatus";;;;"99878";"134965";"05.07.2014 00:00:00";"Knapp";"Gyldig";"Ingen_bistatus";"05.07.2014 00:00:00";"05.07.2014 00:00:00";;;;;102503;143444;"Nei";"polarreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"polarreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99885";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"pratensis";"alpestris";;;"99884";"91556";"20.08.2009 00:00:00";"(Wahlenb.) Selander";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59845;99885;"Ja";"finnmarksreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"finnmarksreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99886";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Alopecurus";;;"pratensis";"pratensis";;;"99884";"91557";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59846;99886;"Ja";"engreverumpe";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"engreverumpe";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
"99876";"Plantae";;"Magnoliophyta";;;"Liliopsida";;;;;"Poales";;;;"Poaceae";;;;"Aira";;;"caryophyllea";;;;"99875";"91547";"20.08.2009 00:00:00";"L.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;59836;99876;"Ja";"hvitsmyle";;"Bokmål";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;"kvitsmyle";;"Nynorsk";"Ja";"13.09.2009 18:36:16";"13.09.2009 18:36:16";;;;;;;;;
