PK_LatinskNavnID;Rike;Underrike;Rekke;Underrekke;Overklasse;Klasse;Underklasse;Infraklasse;Kohort;Overorden;Orden;Underorden;Infraorden;Overfamilie;Familie;Underfamilie;Tribus;Undertribus;Slekt;Underslekt;Seksjon;Art;Underart;Varietet;Form;FK_OverordnaLatinskNavnID;FK_TypeEksID;SistEndraMeningDato;Autorstreng;Hovedstatus;Bistatus;SistEndraDato;DagensDato;Forfatter;Aar;Referanse;Kommentar;PK_TaksonID;FK_GyldigLatinskNavnID;FinnesINorge;PopulærnavnBokmål;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar;PopulærnavnNynorsk;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar;PopulærnavnSamisk;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar
"106677";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Pneophyllum";;;"fragile";;;;"106674";"98348";"20.08.2009 00:00:00";"Kützing";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1843";;;66463;106677;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106678";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Pneophyllum";;;"limitatum";;;;"106674";"98349";"20.08.2009 00:00:00";"(Foslie) Y.M. Chamberlain";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1983";;;66464;106678;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106679";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Pneophyllum";;;"myriocarpum";;;;"106674";"98350";"20.08.2009 00:00:00";"(Crouan & Crouan) Y. M. Chamberlain";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1983";;"Kjøsterud (1997)";66465;106679;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106904";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Pneophyllum";;;"caulerpae";;;;"106674";"98575";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66462;106676;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106671";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Lithophyllum";;;"crouaniorum";;;;"106670";"98342";"20.08.2009 00:00:00";"Foslie";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1899";;;66457;106671;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106672";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Lithophyllum";;;"incrustans";;;;"106670";"98343";"20.08.2009 00:00:00";"Philippi";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1837";;;66458;106672;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106673";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Lithophyllum";;;"orbiculatum";;;;"106670";"98344";"20.08.2009 00:00:00";"(Foslie) Foslie";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1900";;"typelok.: Kristiansund";66459;106673;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106669";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Jania";;;"rubens";;;;"106668";"98340";"20.08.2009 00:00:00";"(Linnaeus) J.V. Lamouroux";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1816";;;66455;106669;"Ja";"småkrasing";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"småkrasing";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106667";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Hydrolithon";;;"cruciatum";;;;"106666";"98338";"20.08.2009 00:00:00";"(Bressan) Y. M. Chamberlain";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1994";;;66453;106667;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106664";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Corallina";;;"hemisphaerica";;;;"106663";"98335";"20.08.2009 00:00:00";"Foslie";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1887";;"typelok.: Vesterålen. Uavklart status";66450;106664;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106665";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Corallinales";;;;"Corallinaceae";;;;"Corallina";;;"officinalis";;;;"106663";"98336";"20.08.2009 00:00:00";"Linnaeus";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1758";;;66451;106665;"Ja";"krasing";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"krasing";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106651";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;;;;;;;;"1412";"98322";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66437;106651;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106652";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;;;;;"106651";"98323";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66438;106652;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106653";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"bonnemaisoniae";;;;"106652";"98324";"20.08.2009 00:00:00";"Batters";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1896";;;66439;106653;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106654";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"daviesii";;;;"106652";"98325";"20.08.2009 00:00:00";"(Dillwyn) Stegenga";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1985";;;66440;106654;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106655";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"emergens";;;;"106652";"98326";"20.08.2009 00:00:00";"(Rosenvinge) R. Nielsen";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1994";;;66441;106655;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106656";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"gynandrum";;;;"106652";"98327";"20.08.2009 00:00:00";"(Rosenvinge) R. Nielsen";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1994";;;66442;106656;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106657";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"hallandicum";;;;"106652";"98328";"20.08.2009 00:00:00";"(Kylin) Alfonso-Carillo, Sanson, Sangil & Diaz-Villa";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"2007";;;66443;106657;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106658";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"membranaceum";;;;"106652";"98329";"20.08.2009 00:00:00";"(Magnus) Woelkerling";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1973";;;66444;106658;"Ja";"hydroide-rødpusling";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"hydroide-raudpusling";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106659";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"pectinatum";;;;"106652";"98330";"20.08.2009 00:00:00";"(Kylin) J.T. Harper & G.W. Saunders";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"2002";;;66445;106659;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106660";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"strictum";;;;"106652";"98331";"20.08.2009 00:00:00";"(Rosenvinge) R. Nielsen";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1994";;;66446;106660;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106661";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"tetrasporum";;;;"106652";"98332";"20.08.2009 00:00:00";"(Garbary & Rueness) Athanasiadis";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1996";;"typelok.: Hordaland";66447;106661;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106896";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Colaconematales";;;;"Colaconemataceae";;;;"Colaconema";;;"infestans";;;;"106652";"98567";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66271;106485;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106534";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Callithamniaceae";;;;;;;;;;;"1411";"98205";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66320;106534;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106550";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Ceramiaceae";;;;;;;;;;;"1411";"98221";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66336;106550;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106574";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Dasyaceae";;;;;;;;;;;"1411";"98245";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66360;106574;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106580";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Delesseriaceae";;;;;;;;;;;"1411";"98251";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66366;106580;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106599";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;;;;;;;;"1411";"98270";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66385;106599;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106632";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;;;;;;;;"1411";"98303";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66418;106632;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106633";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Compsothamnion";;;;;;;"106632";"98304";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66419;106633;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106636";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Griffithsia";;;;;;;"106632";"98307";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66422;106636;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106638";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Halurus";;;;;;;"106632";"98309";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66424;106638;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106640";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Monosporus";;;;;;;"106632";"98311";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66426;106640;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106642";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Pleonosporium";;;;;;;"106632";"98313";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66428;106642;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106644";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Plumaria";;;;;;;"106632";"98315";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66430;106644;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106646";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Ptilota";;;;;;;"106632";"98317";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66432;106646;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106649";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Spermothamnion";;;;;;;"106632";"98320";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66435;106649;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106947";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Corynospora";;;;;;;"106632";"98618";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66651;106947;"Nei";;;;;;;;;;;;;;;;;;;;;;
"128128";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Anotrichium";;;;;;;"106632";"119330";;;"Gyldig";"Ingen_bistatus";"27.09.2011 00:00:00";"27.09.2011 00:00:00";;;;;84992;128128;"Nei";;;;;;;;;;;;;;;;;;;;;;
"128129";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Anotrichium";;;"furcellatum";;;;"128128";"119331";;;"Gyldig";"Ingen_bistatus";"27.09.2011 00:00:00";"27.09.2011 00:00:00";;;;"dørstokkart";84993;128129;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106948";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Corynospora";;;"pedicellata";;;;"106947";"98619";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66427;106641;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106650";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Spermothamnion";;;"repens";;;;"106649";"98321";"20.08.2009 00:00:00";"(Dillwyn) Rosenvinge";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1924";;;66436;106650;"Ja";"kryplo";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"kryplo";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"120093";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Spermothamnion";;;"strictum";;;;"106649";"111350";;;"Gyldig";"Ingen_bistatus";"12.01.2010 00:00:00";"12.01.2010 00:00:00";;;;;78340;120093;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106647";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Ptilota";;;"gunneri";;;;"106646";"98318";"20.08.2009 00:00:00";"P.C. Silva, Maggs & L.M. Irvine";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1993";;;66433;106647;"Ja";"draugfjær";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"draugfjør";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106648";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Ptilota";;;"serrata";;;;"106646";"98319";"20.08.2009 00:00:00";"Kützing";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1847";;;66434;106648;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106989";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Ptilota";;;"pectinata";;;;"106646";"98660";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66434;106648;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106990";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Ptilota";;;"plumosa";;;;"106646";"98661";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66433;106647;"Ja";"draugfjær";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"draugfjør";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106645";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Plumaria";;;"plumosa";;;;"106644";"98316";"20.08.2009 00:00:00";"(Hudson) Kuntze";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1891";;;66431;106645;"Ja";"fagerfjær";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"fagerfjør";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106986";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Plumaria";;;"elegans";;;;"106644";"98657";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66431;106645;"Ja";"fagerfjær";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"fagerfjør";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106643";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Pleonosporium";;;"borreri";;;;"106642";"98314";"20.08.2009 00:00:00";"(Smith) Nägeli";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1862";;;66429;106643;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106641";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Monosporus";;;"pedicellatus";;;;"106640";"98312";"20.08.2009 00:00:00";"(Smith) Solier";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1845";;;66427;106641;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106639";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Halurus";;;"flosculosus";;;;"106638";"98310";"20.08.2009 00:00:00";"(J. Ellis) Maggs & Hommersand";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1993";;;66425;106639;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106637";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Griffithsia";;;"corallinoides";;;;"106636";"98308";"20.08.2009 00:00:00";"(Linnaeus) Trevisan";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1845";;;66423;106637;"Ja";"leddbusk";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"leddbusk";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"106963";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Griffithsia";;;"flosculosa";;;;"106636";"98634";"20.08.2009 00:00:00";;"Synonym";"Illegitimt";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66425;106639;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106634";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Compsothamnion";;;"gracillimum";;;;"106633";"98305";"20.08.2009 00:00:00";"De Toni";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1903";;;66420;106634;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106635";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Wrangeliaceae";;;;"Compsothamnion";;;"thuyoides";;;;"106633";"98306";"20.08.2009 00:00:00";"(Smith) Nägeli";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;"1862";;;66421;106635;"Ja";;;;;;;;;;;;;;;;;;;;;;
"106600";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Brongniartella";;;;;;;"106599";"98271";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66386;106600;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106602";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Chondria";;;;;;;"106599";"98273";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66388;106602;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106604";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Choreocolax";;;;;;;"106599";"98275";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66390;106604;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106606";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Harveyella";;;;;;;"106599";"98277";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66392;106606;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106608";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Neosiphonia";;;;;;;"106599";"98279";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66394;106608;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106610";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Odonthalia";;;;;;;"106599";"98281";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66396;106610;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106612";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Osmundea";;;;;;;"106599";"98283";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66398;106612;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106616";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Polysiphonia";;;;;;;"106599";"98287";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66402;106616;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106626";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Pterosiphonia";;;;;;;"106599";"98297";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66412;106626;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106628";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Rhodomela";;;;;;;"106599";"98299";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66414;106628;"Nei";;;;;;;;;;;;;;;;;;;;;;
"106879";"Plantae";;"Rhodophyta";;;"Florideophyceae";;;;;"Ceramiales";;;;"Rhodomelaceae";;;;"Vertebrata";;;;;;;"106599";"98550";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;66645;106879;"Nei";;;;;;;;;;;;;;;;;;;;;;
